objectid,title,date,archival_date,president,commencement_address,guest_speakers,location,latitude,longitude,source,identifier,type,format,format_original,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb,cdmid
commencement170,125th Commencement,2020,2020,"Green, C. Scott",,,,,,University of Idaho Library Special Collections and Archives,commencementspring2020,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementspring2020.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementspring2020.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementspring2020_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementspring2020_sm.jpg,
commencement171,One Hundred Twenty-Sixth Commencement,2020-12-12,12 December 2020,"Green, C. Scott",,,,,,University of Idaho Library Special Collections and Archives,commencementwinter2020,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementwinter2020.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementwinter2020.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2020_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2020_sm.jpg,
commencement172,One Hundred Twenty-Sixth Commencement,2021-05-15,15 May 2021,"Green, C. Scott","Eckles, Blaine","Peters, Mark; McMurtry, Jerry; Carney, Ginger E.; Corry, Shauna; Kramer, Jerry; McCreedy, John; Coleman Carter, Toni L.",,,,University of Idaho Library Special Collections and Archives,commencementspring2021,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementspring2021.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementspring2021.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementspring2021_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementspring2021_sm.jpg,
commencement173,One Hundred Twenty-Seventh Commencement,2021-12-11,11 December 2021,"Green, C. Scott","Lawrence, Torrey","Lawrence, Torrey",,,,University of Idaho Library Special Collections and Archives,commencementwinter2021,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementwinter2021.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementwinter2021.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2021_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2021_sm.jpg,
commencement174,One Hundred Twenty-Seventh Commencement,2022-05-14,14 May 2022,"Green, C. Scott","Shelton, Don","Shelton, Don; Cortes Romero, Luis; Cramer, Scott",,,,University of Idaho Library Special Collections and Archives,commencementspring2022,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementspring2022.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementspring2022.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementspring2022_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementspring2022_sm.jpg,
commencement175,One Hundred Twenty-Eighth Commencement,2022-12-10,10 December 2022,"Green, C. Scott","Gardner, Heidi K.","Gardner, Heidi K.",,,,University of Idaho Library Special Collections and Archives,commencementwinter2022,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementwinter2022.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementwinter2022.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2022_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2022_sm.jpg,
commencement176,One Hundred Twenty-Eighth Commencement,2023-05-13,13 May 2023,"Green, C. Scott","Freeh, Louis J.","Freeh, Louis J.; Arnzen, April; Barber, Lori",,,,University of Idaho Library Special Collections and Archives,commencementspring2023,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementspring2023.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementspring2023.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementspring2023_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementspring2023_sm.jpg,
commencement177,One Hundred Twenty-Ninth Commencement,2023-12-09,09 December 2023,"Green, C. Scott","Oppenheimer, Skip","Oppenheimer, Skip",,,,University of Idaho Library Special Collections and Archives,commencementwinter2023,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementwinter2023.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementwinter2023.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2023_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2023_sm.jpg,
commencement178,One Hundred Twenty-Ninth Commencement,2024-05-11,11 May 2024,"Green, C. Scott","Doerr, Anthony","Doerr, Anthony; Livingston, Otis; Honas, Karole",,,,University of Idaho Library Special Collections and Archives,commencementspring2024,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementspring2024.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementspring2024.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementspring2024_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementspring2024_sm.jpg,
commencement179,One Hundred Thirtieth Commencement,2024-12-07,07 December 2024,"Green, C. Scott","Duncan, Kathleen","Duncan, Kathleen",,,,University of Idaho Library Special Collections and Archives,commencementwinter2024,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementwinter2024.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementwinter2024.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2024_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementwinter2024_sm.jpg,
commencement180,One Hundred Thirtieth Commencement,2025-05-10,10 May 2025,"Green, C. Scott","Ulukaya, Hamdi","Ulukaya, Hamdi; McGriff, Payton; Kirkham, Dana",,,,University of Idaho Library Special Collections and Archives,commencementspring2025,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementspring2025.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementspring2025.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementspring2025_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementspring2025_sm.jpg,
