title,description,date,date_is_approximate,subject,campus_event,event_category,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
1935 Idaho Varsity Wrestling group photo post-match,The 1935 Idaho varsity Wrestling team poses in the Memorial Gymnasium after a match.,1935,yes,wrestling,,athletics,wrestling,46.72658,-117.014108,"Hodgins, Gerald",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-07,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2309,2309,pg22309,image,pg22309.jpg,https://objects.lib.uidaho.edu/pg2/pg22309.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22309_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22309_th.jpg,
"Idaho Wrestling match, 1958 [01]",Two unnamed wrestlers grapple in the Memorial Gymnasium.,1958,yes,wrestling,wrestling match,athletics,wrestling,46.726458,-117.014234,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-21a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2310,2310,pg22310,image,pg22310.jpg,https://objects.lib.uidaho.edu/pg2/pg22310.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22310_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22310_th.jpg,
"Idaho Wrestling match, 1958 [02]",An unknown Idaho wrestler gets back position on an unknown opponent.,1958,yes,wrestling,wrestling match,athletics,wrestling,46.726463,-117.014222,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-21b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2311,2311,pg22311,image,pg22311.jpg,https://objects.lib.uidaho.edu/pg2/pg22311.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22311_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22311_th.jpg,
"Idaho men's and women's Tennis teams, group photograph",The 1926 Idaho Tennis team poses near Campus Drive for its group photograph.,1926,yes,Tennis,,athletics,tennis,46.72496,-117.00912,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,6.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2312,2312,pg22312,image,pg22312.jpg,https://objects.lib.uidaho.edu/pg2/pg22312.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22312_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22312_th.jpg,
"Women's Tennis Club, Coaching [01]",An unnamed women's Tennis instructor demonstrates the correct grip to a player.,1968,yes,Tennis,,,tennis,46.724872,-117.00925,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2313,2313,pg22313,image,pg22313.jpg,https://objects.lib.uidaho.edu/pg2/pg22313.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22313_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22313_th.jpg,
"Women's Tennis Club, Coaching [02]",An unnamed women's Tennis instructor provides lessons while her group of players watches.,1968,yes,Tennis,,,tennis,46.724892,-117.009265,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2314,2314,pg22314,image,pg22314.jpg,https://objects.lib.uidaho.edu/pg2/pg22314.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22314_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22314_th.jpg,
Returning a Serve,A women's Tennis player returns a serve during a Tennis volley.,1968,yes,Tennis,,,tennis,46.724908,-117.009274,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11c,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2315,2315,pg22315,image,pg22315.jpg,https://objects.lib.uidaho.edu/pg2/pg22315.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22315_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22315_th.jpg,
"Serving, Women's Tennis practice [01]",An unnamed women's Tennis player connects on a serve at practice near Campus Drive.,1968,yes,Tennis,,,tennis,46.724927,-117.009277,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11d,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2316,2316,pg22316,image,pg22316.jpg,https://objects.lib.uidaho.edu/pg2/pg22316.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22316_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22316_th.jpg,
"Serving, Women's Tennis practice [02]",An unknown women's Tennis player practices her serves.,1968,yes,Tennis,,,tennis,46.725052,-117.009126,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11e,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2317,2317,pg22317,image,pg22317.jpg,https://objects.lib.uidaho.edu/pg2/pg22317.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22317_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22317_th.jpg,
"Serving, Women's Tennis practice [03]",An unnamed women's Tennis player signals before a serve during a Tennis practice near Campus Drive.,1968,yes,Tennis,,,tennis,46.725024,-117.0091,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11f,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2318,2318,pg22318,image,pg22318.jpg,https://objects.lib.uidaho.edu/pg2/pg22318.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22318_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22318_th.jpg,
1968 Women's Tennis practice,The women's Tennis team practices near Campus Drive.,1968,yes,Tennis,,,tennis,46.725047,-117.008951,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,127-11g,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2319,2319,pg22319,image,pg22319.jpg,https://objects.lib.uidaho.edu/pg2/pg22319.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22319_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22319_th.jpg,
Fencing match [01],Idaho fencers lunge and parry during a team practice in Memorial Gymnasium.,1936,yes,Fencing (martial art activity),fencing match,athletics,fencing,46.726499,-117.013739,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,128-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2320,2320,pg22320,image,pg22320.jpg,https://objects.lib.uidaho.edu/pg2/pg22320.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22320_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22320_th.jpg,
Fencing match [02],An Idaho fencer attacks while the other tries to disengage during a team meet in Memorial Gymnasium.,1936,yes,Fencing (martial art activity),fencing match,athletics,fencing,46.726527,-117.013763,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,128-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2321,2321,pg22321,image,pg22321.jpg,https://objects.lib.uidaho.edu/pg2/pg22321.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22321_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22321_th.jpg,
Fencing match [03],An Idaho fencer ripostes while the other tries to evade a touch during a match in Memorial Gymnasium.,1931,yes,Fencing (martial art activity),fencing match,athletics,fencing,46.726485,-117.013666,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,128-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2322,2322,pg22322,image,pg22322.jpg,https://objects.lib.uidaho.edu/pg2/pg22322.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22322_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22322_th.jpg,
Men's Swimming practice,The 1936 men's Swimming team prepares a tandem dive as head coach Bob Tessier presses his finger on the trigger of the starting-shot pistol.,1936,yes,swimming,swim meet,athletics,swimming,46.726583,-117.013826,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,129-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2323,2323,pg22323,image,pg22323.jpg,https://objects.lib.uidaho.edu/pg2/pg22323.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22323_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22323_th.jpg,
Men's swim meet [01],Members of Idaho's 1961 Swimming team pictured right before they leapt from their starting-block pallets.,1961,yes,swimming,swim meet,athletics,swimming,46.726657,-117.013985,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,129-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2324,2324,pg22324,image,pg22324.jpg,https://objects.lib.uidaho.edu/pg2/pg22324.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22324_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22324_th.jpg,
